country,code,date,cumulative,confirmed
Spain,ESP,15/01/2020,0,0
Spain,ESP,16/01/2020,0,0
Spain,ESP,17/01/2020,0,0
Spain,ESP,18/01/2020,0,0
Spain,ESP,19/01/2020,0,0
Spain,ESP,20/01/2020,0,0
Spain,ESP,21/01/2020,0,0
Spain,ESP,22/01/2020,0,0
Spain,ESP,23/01/2020,0,0
Spain,ESP,24/01/2020,0,0
Spain,ESP,25/01/2020,0,0
Spain,ESP,26/01/2020,0,0
Spain,ESP,27/01/2020,0,0
Spain,ESP,28/01/2020,0,0
Spain,ESP,29/01/2020,0,0
Spain,ESP,30/01/2020,0,0
Spain,ESP,31/01/2020,0,0
Spain,ESP,01/02/2020,1,1
Spain,ESP,02/02/2020,1,0
Spain,ESP,03/02/2020,1,0
Spain,ESP,04/02/2020,1,0
Spain,ESP,05/02/2020,1,0
Spain,ESP,06/02/2020,1,0
Spain,ESP,07/02/2020,1,0
Spain,ESP,08/02/2020,1,0
Spain,ESP,09/02/2020,1,0
Spain,ESP,10/02/2020,2,1
Spain,ESP,11/02/2020,2,0
Spain,ESP,12/02/2020,2,0
Spain,ESP,13/02/2020,2,0
Spain,ESP,14/02/2020,2,0
Spain,ESP,15/02/2020,2,0
Spain,ESP,16/02/2020,2,0
Spain,ESP,17/02/2020,2,0
Spain,ESP,18/02/2020,2,0
Spain,ESP,19/02/2020,2,0
Spain,ESP,20/02/2020,2,0
Spain,ESP,21/02/2020,2,0
Spain,ESP,22/02/2020,2,0
Spain,ESP,23/02/2020,2,0
Spain,ESP,24/02/2020,2,0
Spain,ESP,25/02/2020,3,1
Spain,ESP,26/02/2020,7,4
Spain,ESP,27/02/2020,12,5
Spain,ESP,28/02/2020,25,13
Spain,ESP,29/02/2020,34,9
Spain,ESP,01/03/2020,66,32
Spain,ESP,02/03/2020,83,17
Spain,ESP,03/03/2020,114,31
Spain,ESP,04/03/2020,151,37
Spain,ESP,05/03/2020,200,49
Spain,ESP,06/03/2020,261,61
Spain,ESP,07/03/2020,374,113
Spain,ESP,08/03/2020,430,56
Spain,ESP,09/03/2020,589,159
Spain,ESP,10/03/2020,1204,615
Spain,ESP,11/03/2020,1639,435
Spain,ESP,12/03/2020,2140,501
Spain,ESP,13/03/2020,3004,864
Spain,ESP,14/03/2020,4231,1227
Spain,ESP,15/03/2020,5753,1522
Spain,ESP,16/03/2020,7753,2000
Spain,ESP,17/03/2020,9191,1438
Spain,ESP,18/03/2020,11178,1987
Spain,ESP,19/03/2020,13716,2538
Spain,ESP,20/03/2020,17147,3431
Spain,ESP,21/03/2020,19980,2833
Spain,ESP,22/03/2020,24926,4946
Spain,ESP,23/03/2020,28572,3646
Spain,ESP,24/03/2020,33089,4517
Spain,ESP,25/03/2020,39673,6584
Spain,ESP,26/03/2020,47610,7937
Spain,ESP,27/03/2020,56188,8578
Spain,ESP,28/03/2020,64059,7871
Spain,ESP,29/03/2020,72248,8189
Spain,ESP,30/03/2020,78797,6549
Spain,ESP,31/03/2020,85195,6398
Spain,ESP,01/04/2020,94417,9222
Spain,ESP,02/04/2020,102136,7719
Spain,ESP,03/04/2020,110238,8102
Spain,ESP,04/04/2020,117710,7472
Spain,ESP,05/04/2020,124736,7026
Spain,ESP,06/04/2020,130759,6023
Spain,ESP,07/04/2020,135032,4273
Spain,ESP,08/04/2020,140510,5478
Spain,ESP,09/04/2020,146690,6180
Spain,ESP,10/04/2020,152446,5756
Spain,ESP,11/04/2020,157022,4576
Spain,ESP,12/04/2020,161852,4830
Spain,ESP,13/04/2020,166019,4167
Spain,ESP,14/04/2020,169496,3477
Spain,ESP,15/04/2020,172541,3045
Spain,ESP,16/04/2020,177633,5092
Spain,ESP,17/04/2020,182816,5183
Spain,ESP,18/04/2020,188068,5252
Spain,ESP,19/04/2020,191726,3658
Spain,ESP,20/04/2020,195944,4218
United Kingdom,GBR,01/01/2020,0,0
United Kingdom,GBR,02/01/2020,0,0
United Kingdom,GBR,03/01/2020,0,0
United Kingdom,GBR,04/01/2020,0,0
United Kingdom,GBR,05/01/2020,0,0
United Kingdom,GBR,06/01/2020,0,0
United Kingdom,GBR,07/01/2020,0,0
United Kingdom,GBR,08/01/2020,0,0
United Kingdom,GBR,09/01/2020,0,0
United Kingdom,GBR,10/01/2020,0,0
United Kingdom,GBR,11/01/2020,0,0
United Kingdom,GBR,12/01/2020,0,0
United Kingdom,GBR,13/01/2020,0,0
United Kingdom,GBR,14/01/2020,0,0
United Kingdom,GBR,15/01/2020,0,0
United Kingdom,GBR,16/01/2020,0,0
United Kingdom,GBR,17/01/2020,0,0
United Kingdom,GBR,18/01/2020,0,0
United Kingdom,GBR,19/01/2020,0,0
United Kingdom,GBR,20/01/2020,0,0
United Kingdom,GBR,21/01/2020,0,0
United Kingdom,GBR,22/01/2020,0,0
United Kingdom,GBR,23/01/2020,0,0
United Kingdom,GBR,24/01/2020,0,0
United Kingdom,GBR,25/01/2020,0,0
United Kingdom,GBR,26/01/2020,0,0
United Kingdom,GBR,27/01/2020,0,0
United Kingdom,GBR,28/01/2020,0,0
United Kingdom,GBR,29/01/2020,0,0
United Kingdom,GBR,30/01/2020,0,0
United Kingdom,GBR,31/01/2020,2,2
United Kingdom,GBR,01/02/2020,2,0
United Kingdom,GBR,02/02/2020,2,0
United Kingdom,GBR,03/02/2020,2,0
United Kingdom,GBR,04/02/2020,2,0
United Kingdom,GBR,05/02/2020,2,0
United Kingdom,GBR,06/02/2020,2,0
United Kingdom,GBR,07/02/2020,3,1
United Kingdom,GBR,08/02/2020,3,0
United Kingdom,GBR,09/02/2020,4,1
United Kingdom,GBR,10/02/2020,4,0
United Kingdom,GBR,11/02/2020,8,4
United Kingdom,GBR,12/02/2020,8,0
United Kingdom,GBR,13/02/2020,9,1
United Kingdom,GBR,14/02/2020,9,0
United Kingdom,GBR,15/02/2020,9,0
United Kingdom,GBR,16/02/2020,9,0
United Kingdom,GBR,17/02/2020,9,0
United Kingdom,GBR,18/02/2020,9,0
United Kingdom,GBR,19/02/2020,9,0
United Kingdom,GBR,20/02/2020,9,0
United Kingdom,GBR,21/02/2020,9,0
United Kingdom,GBR,22/02/2020,9,0
United Kingdom,GBR,23/02/2020,9,0
United Kingdom,GBR,24/02/2020,13,4
United Kingdom,GBR,25/02/2020,13,0
United Kingdom,GBR,26/02/2020,13,0
United Kingdom,GBR,27/02/2020,13,0
United Kingdom,GBR,28/02/2020,16,3
United Kingdom,GBR,29/02/2020,18,2
United Kingdom,GBR,01/03/2020,23,5
United Kingdom,GBR,02/03/2020,36,13
United Kingdom,GBR,03/03/2020,40,4
United Kingdom,GBR,04/03/2020,51,11
United Kingdom,GBR,05/03/2020,85,34
United Kingdom,GBR,06/03/2020,115,30
United Kingdom,GBR,07/03/2020,163,48
United Kingdom,GBR,08/03/2020,206,43
United Kingdom,GBR,09/03/2020,273,67
United Kingdom,GBR,10/03/2020,321,48
United Kingdom,GBR,11/03/2020,373,52
United Kingdom,GBR,12/03/2020,456,83
United Kingdom,GBR,13/03/2020,590,134
United Kingdom,GBR,14/03/2020,707,117
United Kingdom,GBR,15/03/2020,1140,433
United Kingdom,GBR,16/03/2020,1391,251
United Kingdom,GBR,17/03/2020,1543,152
United Kingdom,GBR,18/03/2020,1950,407
United Kingdom,GBR,19/03/2020,2630,680
United Kingdom,GBR,20/03/2020,3277,647
United Kingdom,GBR,21/03/2020,3983,706
United Kingdom,GBR,22/03/2020,5018,1035
United Kingdom,GBR,23/03/2020,5683,665
United Kingdom,GBR,24/03/2020,6650,967
United Kingdom,GBR,25/03/2020,8077,1427
United Kingdom,GBR,26/03/2020,9529,1452
United Kingdom,GBR,27/03/2020,11658,2129
United Kingdom,GBR,28/03/2020,14543,2885
United Kingdom,GBR,29/03/2020,17089,2546
United Kingdom,GBR,30/03/2020,19522,2433
United Kingdom,GBR,31/03/2020,22141,2619
United Kingdom,GBR,01/04/2020,25150,3009
United Kingdom,GBR,02/04/2020,29474,4324
United Kingdom,GBR,03/04/2020,33718,4244
United Kingdom,GBR,04/04/2020,38168,4450
United Kingdom,GBR,05/04/2020,41903,3735
United Kingdom,GBR,06/04/2020,47806,5903
United Kingdom,GBR,07/04/2020,51608,3802
United Kingdom,GBR,08/04/2020,55242,3634
United Kingdom,GBR,09/04/2020,60733,5491
United Kingdom,GBR,10/04/2020,65077,4344
United Kingdom,GBR,11/04/2020,70272,5195
United Kingdom,GBR,12/04/2020,78991,8719
United Kingdom,GBR,13/04/2020,84279,5288
United Kingdom,GBR,14/04/2020,88621,4342
United Kingdom,GBR,15/04/2020,93873,5252
United Kingdom,GBR,16/04/2020,98476,4603
United Kingdom,GBR,17/04/2020,103093,4617
United Kingdom,GBR,18/04/2020,108692,5599
United Kingdom,GBR,19/04/2020,114217,5525
United Kingdom,GBR,20/04/2020,120067,5850
United States,USA,01/01/2020,0,0
United States,USA,02/01/2020,0,0
United States,USA,03/01/2020,0,0
United States,USA,04/01/2020,0,0
United States,USA,05/01/2020,0,0
United States,USA,06/01/2020,0,0
United States,USA,07/01/2020,0,0
United States,USA,08/01/2020,0,0
United States,USA,09/01/2020,0,0
United States,USA,10/01/2020,0,0
United States,USA,11/01/2020,0,0
United States,USA,12/01/2020,0,0
United States,USA,13/01/2020,0,0
United States,USA,14/01/2020,0,0
United States,USA,15/01/2020,0,0
United States,USA,16/01/2020,0,0
United States,USA,17/01/2020,0,0
United States,USA,18/01/2020,0,0
United States,USA,19/01/2020,0,0
United States,USA,20/01/2020,0,0
United States,USA,21/01/2020,1,1
United States,USA,22/01/2020,1,0
United States,USA,23/01/2020,1,0
United States,USA,24/01/2020,1,0
United States,USA,25/01/2020,2,1
United States,USA,26/01/2020,2,0
United States,USA,27/01/2020,5,3
United States,USA,28/01/2020,5,0
United States,USA,29/01/2020,5,0
United States,USA,30/01/2020,5,0
United States,USA,31/01/2020,6,1
United States,USA,01/02/2020,7,1
United States,USA,02/02/2020,8,1
United States,USA,03/02/2020,11,3
United States,USA,04/02/2020,11,0
United States,USA,05/02/2020,11,0
United States,USA,06/02/2020,12,1
United States,USA,07/02/2020,12,0
United States,USA,08/02/2020,12,0
United States,USA,09/02/2020,12,0
United States,USA,10/02/2020,12,0
United States,USA,11/02/2020,13,1
United States,USA,12/02/2020,13,0
United States,USA,13/02/2020,14,1
United States,USA,14/02/2020,15,1
United States,USA,15/02/2020,15,0
United States,USA,16/02/2020,15,0
United States,USA,17/02/2020,15,0
United States,USA,18/02/2020,15,0
United States,USA,19/02/2020,15,0
United States,USA,20/02/2020,15,0
United States,USA,21/02/2020,16,1
United States,USA,22/02/2020,35,19
United States,USA,23/02/2020,35,0
United States,USA,24/02/2020,35,0
United States,USA,25/02/2020,53,18
United States,USA,26/02/2020,53,0
United States,USA,27/02/2020,59,6
United States,USA,28/02/2020,60,1
United States,USA,29/02/2020,66,6
United States,USA,01/03/2020,69,3
United States,USA,02/03/2020,89,20
United States,USA,03/03/2020,103,14
United States,USA,04/03/2020,125,22
United States,USA,05/03/2020,159,34
United States,USA,06/03/2020,233,74
United States,USA,07/03/2020,338,105
United States,USA,08/03/2020,433,95
United States,USA,09/03/2020,554,121
United States,USA,10/03/2020,754,200
United States,USA,11/03/2020,1025,271
United States,USA,12/03/2020,1312,287
United States,USA,13/03/2020,1663,351
United States,USA,14/03/2020,2174,511
United States,USA,15/03/2020,2951,777
United States,USA,16/03/2020,3774,823
United States,USA,17/03/2020,4661,887
United States,USA,18/03/2020,6427,1766
United States,USA,19/03/2020,9415,2988
United States,USA,20/03/2020,14250,4835
United States,USA,21/03/2020,19624,5374
United States,USA,22/03/2020,26747,7123
United States,USA,23/03/2020,35206,8459
United States,USA,24/03/2020,46442,11236
United States,USA,25/03/2020,55231,8789
United States,USA,26/03/2020,69194,13963
United States,USA,27/03/2020,85991,16797
United States,USA,28/03/2020,104686,18695
United States,USA,29/03/2020,124665,19979
United States,USA,30/03/2020,143025,18360
United States,USA,31/03/2020,164620,21595
United States,USA,01/04/2020,189618,24998
United States,USA,02/04/2020,216721,27103
United States,USA,03/04/2020,245540,28819
United States,USA,04/04/2020,277965,32425
United States,USA,05/04/2020,312237,34272
United States,USA,06/04/2020,337635,25398
United States,USA,07/04/2020,368196,30561
United States,USA,08/04/2020,398809,30613
United States,USA,09/04/2020,432132,33323
United States,USA,10/04/2020,466033,33901
United States,USA,11/04/2020,501560,35527
United States,USA,12/04/2020,529951,28391
United States,USA,13/04/2020,557571,27620
United States,USA,14/04/2020,582594,25023
United States,USA,15/04/2020,609516,26922
United States,USA,16/04/2020,639664,30148
United States,USA,17/04/2020,671331,31667
United States,USA,18/04/2020,702164,30833
United States,USA,19/04/2020,735086,32922
United States,USA,20/04/2020,759687,24601
