country,Code,date,total,daily
Italy,ITA,12/04/2020,19470,619
Italy,ITA,13/04/2020,19901,431
Italy,ITA,14/04/2020,20465,564
Italy,ITA,15/04/2020,21069,604
Italy,ITA,16/04/2020,21647,578
Italy,ITA,17/04/2020,22172,525
Italy,ITA,18/04/2020,22747,575
Italy,ITA,19/04/2020,23227,480
Italy,ITA,20/04/2020,23660,433
Italy,ITA,21/04/2020,24114,454
Italy,ITA,22/04/2020,24648,534
Italy,ITA,23/04/2020,25085,437
Italy,ITA,24/04/2020,25549,464
Italy,ITA,25/04/2020,25969,420
Italy,ITA,26/04/2020,26384,415
Italy,ITA,27/04/2020,26644,260
Italy,ITA,28/04/2020,26977,333
Italy,ITA,29/04/2020,27359,382
Italy,ITA,30/04/2020,27682,323
Italy,ITA,01/05/2020,27967,285
Italy,ITA,02/05/2020,28236,269
Italy,ITA,03/05/2020,28710,474
Italy,ITA,04/05/2020,28884,174
Spain,ESP,01/01/2020,0,0
Spain,ESP,02/01/2020,0,0
Spain,ESP,03/01/2020,0,0
Spain,ESP,04/01/2020,0,0
Spain,ESP,05/01/2020,0,0
Spain,ESP,06/01/2020,0,0
Spain,ESP,07/01/2020,0,0
Spain,ESP,08/01/2020,0,0
Spain,ESP,09/01/2020,0,0
Spain,ESP,10/01/2020,0,0
Spain,ESP,11/01/2020,0,0
Spain,ESP,12/01/2020,0,0
Spain,ESP,13/01/2020,0,0
Spain,ESP,14/01/2020,0,0
Spain,ESP,15/01/2020,0,0
Spain,ESP,16/01/2020,0,0
Spain,ESP,17/01/2020,0,0
Spain,ESP,18/01/2020,0,0
Spain,ESP,19/01/2020,0,0
Spain,ESP,20/01/2020,0,0
Spain,ESP,21/01/2020,0,0
Spain,ESP,22/01/2020,0,0
Spain,ESP,23/01/2020,0,0
Spain,ESP,24/01/2020,0,0
Spain,ESP,25/01/2020,0,0
Spain,ESP,26/01/2020,0,0
Spain,ESP,27/01/2020,0,0
Spain,ESP,28/01/2020,0,0
Spain,ESP,29/01/2020,0,0
Spain,ESP,30/01/2020,0,0
Spain,ESP,31/01/2020,0,0
Spain,ESP,01/02/2020,0,0
Spain,ESP,02/02/2020,0,0
Spain,ESP,03/02/2020,0,0
Spain,ESP,04/02/2020,0,0
Spain,ESP,05/02/2020,0,0
Spain,ESP,06/02/2020,0,0
Spain,ESP,07/02/2020,0,0
Spain,ESP,08/02/2020,0,0
Spain,ESP,09/02/2020,0,0
Spain,ESP,10/02/2020,0,0
Spain,ESP,11/02/2020,0,0
Spain,ESP,12/02/2020,0,0
Spain,ESP,13/02/2020,0,0
Spain,ESP,14/02/2020,0,0
Spain,ESP,15/02/2020,0,0
Spain,ESP,16/02/2020,0,0
Spain,ESP,17/02/2020,0,0
Spain,ESP,18/02/2020,0,0
Spain,ESP,19/02/2020,0,0
Spain,ESP,20/02/2020,0,0
Spain,ESP,21/02/2020,0,0
Spain,ESP,22/02/2020,0,0
Spain,ESP,23/02/2020,0,0
Spain,ESP,24/02/2020,0,0
Spain,ESP,25/02/2020,0,0
Spain,ESP,26/02/2020,0,0
Spain,ESP,27/02/2020,0,0
Spain,ESP,28/02/2020,0,0
Spain,ESP,29/02/2020,0,0
Spain,ESP,01/03/2020,0,0
Spain,ESP,02/03/2020,0,0
Spain,ESP,03/03/2020,0,0
Spain,ESP,04/03/2020,0,0
Spain,ESP,05/03/2020,1,1
Spain,ESP,06/03/2020,3,2
Spain,ESP,07/03/2020,5,2
Spain,ESP,08/03/2020,5,0
Spain,ESP,09/03/2020,5,0
Spain,ESP,10/03/2020,28,23
Spain,ESP,11/03/2020,35,7
Spain,ESP,12/03/2020,47,12
Spain,ESP,13/03/2020,84,37
Spain,ESP,14/03/2020,121,37
Spain,ESP,15/03/2020,136,15
Spain,ESP,16/03/2020,288,152
Spain,ESP,17/03/2020,309,21
Spain,ESP,18/03/2020,491,182
Spain,ESP,19/03/2020,598,107
Spain,ESP,20/03/2020,767,169
Spain,ESP,21/03/2020,1002,235
Spain,ESP,22/03/2020,1326,324
Spain,ESP,23/03/2020,1720,394
Spain,ESP,24/03/2020,2182,462
Spain,ESP,25/03/2020,2696,514
Spain,ESP,26/03/2020,3434,738
Spain,ESP,27/03/2020,4089,655
Spain,ESP,28/03/2020,4858,769
Spain,ESP,29/03/2020,5690,832
Spain,ESP,30/03/2020,6528,838
Spain,ESP,31/03/2020,7340,812
Spain,ESP,01/04/2020,8189,849
Spain,ESP,02/04/2020,9053,864
Spain,ESP,03/04/2020,10003,950
Spain,ESP,04/04/2020,10935,932
Spain,ESP,05/04/2020,11744,809
Spain,ESP,06/04/2020,12418,674
Spain,ESP,07/04/2020,13055,637
Spain,ESP,08/04/2020,13798,743
Spain,ESP,09/04/2020,14555,757
Spain,ESP,10/04/2020,15238,683
Spain,ESP,11/04/2020,15843,605
Spain,ESP,12/04/2020,16353,510
Spain,ESP,13/04/2020,16972,619
Spain,ESP,14/04/2020,17489,517
Spain,ESP,15/04/2020,18056,567
Spain,ESP,16/04/2020,18579,523
Spain,ESP,17/04/2020,19130,551
Spain,ESP,18/04/2020,19478,348
Spain,ESP,19/04/2020,20043,565
Spain,ESP,20/04/2020,20453,410
Spain,ESP,21/04/2020,21282,829
Spain,ESP,22/04/2020,21717,435
Spain,ESP,23/04/2020,22157,440
Spain,ESP,24/04/2020,22524,367
Spain,ESP,25/04/2020,22902,378
Spain,ESP,26/04/2020,23190,288
Spain,ESP,27/04/2020,23190,0
Spain,ESP,28/04/2020,23822,632
Spain,ESP,29/04/2020,24275,453
Spain,ESP,30/04/2020,24543,268
Spain,ESP,01/05/2020,24824,281
Spain,ESP,02/05/2020,25100,276
Spain,ESP,03/05/2020,25264,164
Spain,ESP,04/05/2020,25428,164
United Kingdom,GBR,01/01/2020,0,0
United Kingdom,GBR,02/01/2020,0,0
United Kingdom,GBR,03/01/2020,0,0
United Kingdom,GBR,04/01/2020,0,0
United Kingdom,GBR,05/01/2020,0,0
United Kingdom,GBR,06/01/2020,0,0
United Kingdom,GBR,07/01/2020,0,0
United Kingdom,GBR,08/01/2020,0,0
United Kingdom,GBR,09/01/2020,0,0
United Kingdom,GBR,10/01/2020,0,0
United Kingdom,GBR,11/01/2020,0,0
United Kingdom,GBR,12/01/2020,0,0
United Kingdom,GBR,13/01/2020,0,0
United Kingdom,GBR,14/01/2020,0,0
United Kingdom,GBR,15/01/2020,0,0
United Kingdom,GBR,16/01/2020,0,0
United Kingdom,GBR,17/01/2020,0,0
United Kingdom,GBR,18/01/2020,0,0
United Kingdom,GBR,19/01/2020,0,0
United Kingdom,GBR,20/01/2020,0,0
United Kingdom,GBR,21/01/2020,0,0
United Kingdom,GBR,22/01/2020,0,0
United Kingdom,GBR,23/01/2020,0,0
United Kingdom,GBR,24/01/2020,0,0
United Kingdom,GBR,25/01/2020,0,0
United Kingdom,GBR,26/01/2020,0,0
United Kingdom,GBR,27/01/2020,0,0
United Kingdom,GBR,28/01/2020,0,0
United Kingdom,GBR,29/01/2020,0,0
United Kingdom,GBR,30/01/2020,0,0
United Kingdom,GBR,31/01/2020,0,0
United Kingdom,GBR,01/02/2020,0,0
United Kingdom,GBR,02/02/2020,0,0
United Kingdom,GBR,03/02/2020,0,0
United Kingdom,GBR,04/02/2020,0,0
United Kingdom,GBR,05/02/2020,0,0
United Kingdom,GBR,06/02/2020,0,0
United Kingdom,GBR,07/02/2020,0,0
United Kingdom,GBR,08/02/2020,0,0
United Kingdom,GBR,09/02/2020,0,0
United Kingdom,GBR,10/02/2020,0,0
United Kingdom,GBR,11/02/2020,0,0
United Kingdom,GBR,12/02/2020,0,0
United Kingdom,GBR,13/02/2020,0,0
United Kingdom,GBR,14/02/2020,0,0
United Kingdom,GBR,15/02/2020,0,0
United Kingdom,GBR,16/02/2020,0,0
United Kingdom,GBR,17/02/2020,0,0
United Kingdom,GBR,18/02/2020,0,0
United Kingdom,GBR,19/02/2020,0,0
United Kingdom,GBR,20/02/2020,0,0
United Kingdom,GBR,21/02/2020,0,0
United Kingdom,GBR,22/02/2020,0,0
United Kingdom,GBR,23/02/2020,0,0
United Kingdom,GBR,24/02/2020,0,0
United Kingdom,GBR,25/02/2020,0,0
United Kingdom,GBR,26/02/2020,0,0
United Kingdom,GBR,27/02/2020,0,0
United Kingdom,GBR,28/02/2020,0,0
United Kingdom,GBR,29/02/2020,0,0
United Kingdom,GBR,01/03/2020,0,0
United Kingdom,GBR,02/03/2020,0,0
United Kingdom,GBR,03/03/2020,0,0
United Kingdom,GBR,04/03/2020,0,0
United Kingdom,GBR,05/03/2020,0,0
United Kingdom,GBR,06/03/2020,1,1
United Kingdom,GBR,07/03/2020,1,0
United Kingdom,GBR,08/03/2020,2,1
United Kingdom,GBR,09/03/2020,2,1
United Kingdom,GBR,10/03/2020,3,2
United Kingdom,GBR,11/03/2020,7,1
United Kingdom,GBR,12/03/2020,7,0
United Kingdom,GBR,13/03/2020,9,4
United Kingdom,GBR,14/03/2020,10,0
United Kingdom,GBR,15/03/2020,28,11
United Kingdom,GBR,16/03/2020,43,14
United Kingdom,GBR,17/03/2020,65,20
United Kingdom,GBR,18/03/2020,81,5
United Kingdom,GBR,19/03/2020,115,43
United Kingdom,GBR,20/03/2020,158,41
United Kingdom,GBR,21/03/2020,194,33
United Kingdom,GBR,22/03/2020,250,56
United Kingdom,GBR,23/03/2020,285,48
United Kingdom,GBR,24/03/2020,359,54
United Kingdom,GBR,25/03/2020,508,87
United Kingdom,GBR,26/03/2020,694,41
United Kingdom,GBR,27/03/2020,877,115
United Kingdom,GBR,28/03/2020,1161,181
United Kingdom,GBR,29/03/2020,1455,260
United Kingdom,GBR,30/03/2020,1669,209
United Kingdom,GBR,31/03/2020,2043,180
United Kingdom,GBR,01/04/2020,2425,381
United Kingdom,GBR,02/04/2020,3095,743
United Kingdom,GBR,03/04/2020,3747,389
United Kingdom,GBR,04/04/2020,4461,684
United Kingdom,GBR,05/04/2020,5221,708
United Kingdom,GBR,06/04/2020,5865,621
United Kingdom,GBR,07/04/2020,6433,439
United Kingdom,GBR,08/04/2020,7471,786
United Kingdom,GBR,09/04/2020,8505,1034
United Kingdom,GBR,10/04/2020,9608,1103
United Kingdom,GBR,11/04/2020,10760,1152
United Kingdom,GBR,12/04/2020,11599,839
United Kingdom,GBR,13/04/2020,12285,686
United Kingdom,GBR,14/04/2020,13029,744
United Kingdom,GBR,15/04/2020,14073,1044
United Kingdom,GBR,16/04/2020,14915,842
United Kingdom,GBR,17/04/2020,15944,1029
United Kingdom,GBR,18/04/2020,16879,935
United Kingdom,GBR,19/04/2020,17994,1115
United Kingdom,GBR,20/04/2020,18492,498
United Kingdom,GBR,21/04/2020,19051,559
United Kingdom,GBR,22/04/2020,20223,1172
United Kingdom,GBR,23/04/2020,21060,837
United Kingdom,GBR,24/04/2020,21787,727
United Kingdom,GBR,25/04/2020,22792,1005
United Kingdom,GBR,26/04/2020,23635,843
United Kingdom,GBR,27/04/2020,24055,420
United Kingdom,GBR,28/04/2020,24393,338
United Kingdom,GBR,29/04/2020,25302,909
United Kingdom,GBR,30/04/2020,26097,795
United Kingdom,GBR,01/05/2020,26771,674
United Kingdom,GBR,02/05/2020,27510,739
United Kingdom,GBR,03/05/2020,28131,621
United Kingdom,GBR,04/05/2020,28446,315
United States,USA,01/01/2020,0,0
United States,USA,02/01/2020,0,0
United States,USA,03/01/2020,0,0
United States,USA,04/01/2020,0,0
United States,USA,05/01/2020,0,0
United States,USA,06/01/2020,0,0
United States,USA,07/01/2020,0,0
United States,USA,08/01/2020,0,0
United States,USA,09/01/2020,0,0
United States,USA,10/01/2020,0,0
United States,USA,11/01/2020,0,0
United States,USA,12/01/2020,0,0
United States,USA,13/01/2020,0,0
United States,USA,14/01/2020,0,0
United States,USA,15/01/2020,0,0
United States,USA,16/01/2020,0,0
United States,USA,17/01/2020,0,0
United States,USA,18/01/2020,0,0
United States,USA,19/01/2020,0,0
United States,USA,20/01/2020,0,0
United States,USA,21/01/2020,0,0
United States,USA,22/01/2020,0,0
United States,USA,23/01/2020,0,0
United States,USA,24/01/2020,0,0
United States,USA,25/01/2020,0,0
United States,USA,26/01/2020,0,0
United States,USA,27/01/2020,0,0
United States,USA,28/01/2020,0,0
United States,USA,29/01/2020,0,0
United States,USA,30/01/2020,0,0
United States,USA,31/01/2020,0,0
United States,USA,01/02/2020,0,0
United States,USA,02/02/2020,0,0
United States,USA,03/02/2020,0,0
United States,USA,04/02/2020,0,0
United States,USA,05/02/2020,0,0
United States,USA,06/02/2020,0,0
United States,USA,07/02/2020,0,0
United States,USA,08/02/2020,0,0
United States,USA,09/02/2020,0,0
United States,USA,10/02/2020,0,0
United States,USA,11/02/2020,0,0
United States,USA,12/02/2020,0,0
United States,USA,13/02/2020,0,0
United States,USA,14/02/2020,0,0
United States,USA,15/02/2020,0,0
United States,USA,16/02/2020,0,0
United States,USA,17/02/2020,0,0
United States,USA,18/02/2020,0,0
United States,USA,19/02/2020,0,0
United States,USA,20/02/2020,0,0
United States,USA,21/02/2020,0,0
United States,USA,22/02/2020,0,0
United States,USA,23/02/2020,0,0
United States,USA,24/02/2020,0,0
United States,USA,25/02/2020,0,0
United States,USA,26/02/2020,0,0
United States,USA,27/02/2020,0,0
United States,USA,28/02/2020,0,0
United States,USA,29/02/2020,0,0
United States,USA,01/03/2020,1,1
United States,USA,02/03/2020,2,1
United States,USA,03/03/2020,6,4
United States,USA,04/03/2020,9,3
United States,USA,05/03/2020,11,2
United States,USA,06/03/2020,12,1
United States,USA,07/03/2020,14,2
United States,USA,08/03/2020,17,3
United States,USA,09/03/2020,21,4
United States,USA,10/03/2020,26,5
United States,USA,11/03/2020,28,2
United States,USA,12/03/2020,30,2
United States,USA,13/03/2020,40,10
United States,USA,14/03/2020,47,7
United States,USA,15/03/2020,57,10
United States,USA,16/03/2020,69,12
United States,USA,17/03/2020,85,16
United States,USA,18/03/2020,108,23
United States,USA,19/03/2020,150,42
United States,USA,20/03/2020,150,0
United States,USA,21/03/2020,260,110
United States,USA,22/03/2020,340,80
United States,USA,23/03/2020,471,131
United States,USA,24/03/2020,590,119
United States,USA,25/03/2020,801,211
United States,USA,26/03/2020,1050,249
United States,USA,27/03/2020,1296,246
United States,USA,28/03/2020,1707,411
United States,USA,29/03/2020,2191,484
United States,USA,30/03/2020,2509,318
United States,USA,31/03/2020,3170,661
United States,USA,01/04/2020,4079,909
United States,USA,02/04/2020,5138,1059
United States,USA,03/04/2020,6053,915
United States,USA,04/04/2020,7157,1104
United States,USA,05/04/2020,8501,1344
United States,USA,06/04/2020,9647,1146
United States,USA,07/04/2020,10989,1342
United States,USA,08/04/2020,12895,1906
United States,USA,09/04/2020,14817,1922
United States,USA,10/04/2020,16690,1873
United States,USA,11/04/2020,18777,2087
United States,USA,12/04/2020,20608,1831
United States,USA,13/04/2020,22108,1500
United States,USA,14/04/2020,23649,1541
United States,USA,15/04/2020,26057,2408
United States,USA,16/04/2020,30985,4928
United States,USA,17/04/2020,33284,2299
United States,USA,18/04/2020,37054,3770
United States,USA,19/04/2020,38910,1856
United States,USA,20/04/2020,40682,1772
United States,USA,21/04/2020,42539,1857
United States,USA,22/04/2020,45063,2524
United States,USA,23/04/2020,46784,1721
United States,USA,24/04/2020,49963,3179
United States,USA,25/04/2020,51017,1054
United States,USA,26/04/2020,53189,2172
United States,USA,27/04/2020,54876,1687
United States,USA,28/04/2020,56245,1369
United States,USA,29/04/2020,58355,2110
United States,USA,30/04/2020,60966,2611
United States,USA,01/05/2020,63006,2040
United States,USA,02/05/2020,65068,2062
United States,USA,03/05/2020,66385,1317
United States,USA,04/05/2020,67682,1297
