Entity;Code;Date;Total confirmed deaths due to COVID-19 (deaths);deaths/day;;;
Africa;;28-Feb-20;0;;;;
Africa;;29-Feb-20;0;;;;
Africa;;01-Mar-20;0;;;;
Africa;;02-Mar-20;0;;;;
Africa;;03-Mar-20;0;;;;
Africa;;04-Mar-20;0;;;;
Africa;;05-Mar-20;0;;;;
Africa;;06-Mar-20;0;;;;
Africa;;07-Mar-20;0;;;;
Africa;;08-Mar-20;0;;;;
Africa;;09-Mar-20;1;;;;
Africa;;10-Mar-20;1;;;;
Africa;;11-Mar-20;1;;;;
Africa;;12-Mar-20;2;;;;
Africa;;13-Mar-20;4;;;;
Africa;;14-Mar-20;5;;;;
Africa;;15-Mar-20;6;;;;
Africa;;16-Mar-20;8;;;;
Africa;;17-Mar-20;8;;;;
Africa;;18-Mar-20;12;;;;
Africa;;19-Mar-20;16;;;;
Africa;;20-Mar-20;17;;;;
Africa;;21-Mar-20;24;;;;
Africa;;22-Mar-20;30;;;;
Africa;;23-Mar-20;42;;;;
Africa;;24-Mar-20;52;;;;
Africa;;25-Mar-20;62;;;;
Africa;;26-Mar-20;68;;;;
Africa;;27-Mar-20;80;;;;
Africa;;28-Mar-20;98;;;;
Africa;;29-Mar-20;121;;;;
Africa;;30-Mar-20;141;;;;
Africa;;31-Mar-20;162;;;;
Africa;;01-Apr-20;180;;;;
Africa;;02-Apr-20;224;;;;
Africa;;03-Apr-20;251;;;;
Africa;;04-Apr-20;283;;;;
Africa;;05-Apr-20;379;;;;
Albania;ALB;09-Mar-20;0;;;;
Albania;ALB;10-Mar-20;0;;;;
Albania;ALB;11-Mar-20;0;;;;
Albania;ALB;12-Mar-20;1;;;;
Albania;ALB;13-Mar-20;1;;;;
Albania;ALB;14-Mar-20;1;;;;
Albania;ALB;15-Mar-20;1;;;;
Albania;ALB;16-Mar-20;1;;;;
Albania;ALB;17-Mar-20;1;;;;
Albania;ALB;18-Mar-20;1;;;;
Albania;ALB;19-Mar-20;2;;;;
Albania;ALB;20-Mar-20;2;;;;
Albania;ALB;21-Mar-20;2;;;;
Albania;ALB;22-Mar-20;2;;;;
Albania;ALB;23-Mar-20;2;;;;
Albania;ALB;24-Mar-20;4;;;;
Albania;ALB;25-Mar-20;5;;;;
Albania;ALB;26-Mar-20;5;;;;
Albania;ALB;27-Mar-20;6;;;;
Albania;ALB;28-Mar-20;9;;;;
Albania;ALB;29-Mar-20;10;;;;
Albania;ALB;30-Mar-20;10;;;;
Albania;ALB;31-Mar-20;12;;;;
Albania;ALB;01-Apr-20;15;;;;
Albania;ALB;02-Apr-20;15;;;;
Albania;ALB;03-Apr-20;16;;;;
Albania;ALB;04-Apr-20;17;;;;
Albania;ALB;05-Apr-20;19;;;;
Algeria;DZA;31-Dec-19;0;;;;
Algeria;DZA;01-Jan-20;0;;;;
Algeria;DZA;02-Jan-20;0;;;;
Algeria;DZA;03-Jan-20;0;;;;
Algeria;DZA;04-Jan-20;0;;;;
Algeria;DZA;05-Jan-20;0;;;;
Algeria;DZA;06-Jan-20;0;;;;
Algeria;DZA;07-Jan-20;0;;;;
Algeria;DZA;08-Jan-20;0;;;;
Algeria;DZA;09-Jan-20;0;;;;
Algeria;DZA;10-Jan-20;0;;;;
Algeria;DZA;11-Jan-20;0;;;;
Algeria;DZA;12-Jan-20;0;;;;
Algeria;DZA;13-Jan-20;0;;;;
Algeria;DZA;14-Jan-20;0;;;;
Algeria;DZA;15-Jan-20;0;;;;
Algeria;DZA;16-Jan-20;0;;;;
Algeria;DZA;17-Jan-20;0;;;;
Algeria;DZA;18-Jan-20;0;;;;
Algeria;DZA;19-Jan-20;0;;;;
Algeria;DZA;20-Jan-20;0;;;;
Algeria;DZA;21-Jan-20;0;;;;
Algeria;DZA;22-Jan-20;0;;;;
Algeria;DZA;23-Jan-20;0;;;;
Algeria;DZA;24-Jan-20;0;;;;
Algeria;DZA;25-Jan-20;0;;;;
Algeria;DZA;26-Jan-20;0;;;;
Algeria;DZA;27-Jan-20;0;;;;
Algeria;DZA;28-Jan-20;0;;;;
Algeria;DZA;29-Jan-20;0;;;;
Algeria;DZA;30-Jan-20;0;;;;
Algeria;DZA;31-Jan-20;0;;;;
Algeria;DZA;01-Feb-20;0;;;;
Algeria;DZA;02-Feb-20;0;;;;
Algeria;DZA;03-Feb-20;0;;;;
Algeria;DZA;04-Feb-20;0;;;;
Algeria;DZA;05-Feb-20;0;;;;
Algeria;DZA;06-Feb-20;0;;;;
Algeria;DZA;07-Feb-20;0;;;;
Algeria;DZA;08-Feb-20;0;;;;
Algeria;DZA;09-Feb-20;0;;;;
Algeria;DZA;10-Feb-20;0;;;;
Algeria;DZA;11-Feb-20;0;;;;
Algeria;DZA;12-Feb-20;0;;;;
Algeria;DZA;13-Feb-20;0;;;;
Algeria;DZA;14-Feb-20;0;;;;
Algeria;DZA;15-Feb-20;0;;;;
Algeria;DZA;16-Feb-20;0;;;;
Algeria;DZA;17-Feb-20;0;;;;
Algeria;DZA;18-Feb-20;0;;;;
Algeria;DZA;19-Feb-20;0;;;;
Algeria;DZA;20-Feb-20;0;;;;
Algeria;DZA;21-Feb-20;0;;;;
Algeria;DZA;22-Feb-20;0;;;;
Algeria;DZA;23-Feb-20;0;;;;
Algeria;DZA;24-Feb-20;0;;;;
Algeria;DZA;25-Feb-20;0;;;;
Algeria;DZA;26-Feb-20;0;;;;
Algeria;DZA;27-Feb-20;0;;;;
Algeria;DZA;28-Feb-20;0;;;;
Algeria;DZA;29-Feb-20;0;;;;
Algeria;DZA;01-Mar-20;0;;;;
Algeria;DZA;02-Mar-20;0;;;;
Algeria;DZA;04-Mar-20;0;;;;
Algeria;DZA;05-Mar-20;0;;;;
Algeria;DZA;06-Mar-20;0;;;;
Algeria;DZA;09-Mar-20;0;;;;
Algeria;DZA;12-Mar-20;0;;;;
Algeria;DZA;13-Mar-20;1;;;;
Algeria;DZA;14-Mar-20;2;;;;
Algeria;DZA;15-Mar-20;2;;;;
Algeria;DZA;16-Mar-20;4;;;;
Algeria;DZA;17-Mar-20;4;;;;
Algeria;DZA;18-Mar-20;5;;;;
Algeria;DZA;19-Mar-20;6;;;;
Algeria;DZA;20-Mar-20;7;;;;
Algeria;DZA;21-Mar-20;10;;;;
Algeria;DZA;22-Mar-20;10;;;;
Algeria;DZA;23-Mar-20;15;;;;
Algeria;DZA;24-Mar-20;17;;;;
Algeria;DZA;25-Mar-20;17;;;;
Algeria;DZA;26-Mar-20;17;;;;
Algeria;DZA;27-Mar-20;21;;;;
Algeria;DZA;28-Mar-20;21;;;;
Algeria;DZA;29-Mar-20;26;;;;
Algeria;DZA;30-Mar-20;29;;;;
Algeria;DZA;31-Mar-20;31;;;;
Algeria;DZA;01-Apr-20;35;;;;
Algeria;DZA;02-Apr-20;58;;;;
Algeria;DZA;03-Apr-20;58;;;;
Algeria;DZA;04-Apr-20;83;;;;
Algeria;DZA;05-Apr-20;130;;;;
Andorra;AND;03-Mar-20;0;;;;
Andorra;AND;14-Mar-20;0;;;;
Andorra;AND;16-Mar-20;0;;;;
Andorra;AND;17-Mar-20;0;;;;
Andorra;AND;18-Mar-20;0;;;;
Andorra;AND;19-Mar-20;0;;;;
Andorra;AND;20-Mar-20;0;;;;
Andorra;AND;21-Mar-20;0;;;;
Andorra;AND;22-Mar-20;0;;;;
Andorra;AND;23-Mar-20;0;;;;
Andorra;AND;24-Mar-20;0;;;;
Andorra;AND;25-Mar-20;0;;;;
Andorra;AND;26-Mar-20;0;;;;
Andorra;AND;27-Mar-20;3;;;;
Andorra;AND;28-Mar-20;3;;;;
Andorra;AND;29-Mar-20;4;;;;
Andorra;AND;30-Mar-20;6;;;;
Andorra;AND;31-Mar-20;8;;;;
Andorra;AND;01-Apr-20;12;;;;
Andorra;AND;02-Apr-20;14;;;;
Andorra;AND;03-Apr-20;15;;;;
Andorra;AND;04-Apr-20;16;;;;
Andorra;AND;05-Apr-20;17;;;;
Angola;AGO;22-Mar-20;0;;;;
Angola;AGO;23-Mar-20;0;;;;
Angola;AGO;24-Mar-20;0;;;;
Angola;AGO;25-Mar-20;0;;;;
Angola;AGO;26-Mar-20;0;;;;
Angola;AGO;27-Mar-20;0;;;;
Angola;AGO;28-Mar-20;0;;;;
Angola;AGO;29-Mar-20;0;;;;
Angola;AGO;30-Mar-20;2;;;;
Angola;AGO;31-Mar-20;2;;;;
Angola;AGO;01-Apr-20;2;;;;
Angola;AGO;02-Apr-20;2;;;;
Angola;AGO;03-Apr-20;2;;;;
Angola;AGO;04-Apr-20;2;;;;
Angola;AGO;05-Apr-20;2;;;;
Anguilla;AIA;27-Mar-20;0;;;;
Anguilla;AIA;28-Mar-20;0;;;;
Anguilla;AIA;29-Mar-20;0;;;;
Anguilla;AIA;30-Mar-20;0;;;;
Anguilla;AIA;31-Mar-20;0;;;;
Anguilla;AIA;01-Apr-20;0;;;;
Anguilla;AIA;02-Apr-20;0;;;;
Anguilla;AIA;03-Apr-20;0;;;;
Anguilla;AIA;04-Apr-20;0;;;;
Anguilla;AIA;05-Apr-20;0;;;;
Antigua and Barbuda;ATG;15-Mar-20;0;;;;
Antigua and Barbuda;ATG;21-Mar-20;0;;;;
Antigua and Barbuda;ATG;22-Mar-20;0;;;;
Antigua and Barbuda;ATG;23-Mar-20;0;;;;
Antigua and Barbuda;ATG;24-Mar-20;0;;;;
Antigua and Barbuda;ATG;25-Mar-20;0;;;;
Antigua and Barbuda;ATG;26-Mar-20;0;;;;
Antigua and Barbuda;ATG;27-Mar-20;0;;;;
Antigua and Barbuda;ATG;28-Mar-20;0;;;;
Antigua and Barbuda;ATG;29-Mar-20;0;;;;
Antigua and Barbuda;ATG;30-Mar-20;0;;;;
Antigua and Barbuda;ATG;31-Mar-20;0;;;;
Antigua and Barbuda;ATG;01-Apr-20;0;;;;
Antigua and Barbuda;ATG;02-Apr-20;0;;;;
Antigua and Barbuda;ATG;03-Apr-20;0;;;;
Antigua and Barbuda;ATG;04-Apr-20;0;;;;
Antigua and Barbuda;ATG;05-Apr-20;0;;;;
Argentina;ARG;04-Mar-20;0;;;;
Argentina;ARG;06-Mar-20;0;;;;
Argentina;ARG;07-Mar-20;0;;;;
Argentina;ARG;08-Mar-20;1;;;;
Argentina;ARG;09-Mar-20;1;;;;
Argentina;ARG;11-Mar-20;1;;;;
Argentina;ARG;13-Mar-20;1;;;;
Argentina;ARG;14-Mar-20;2;;;;
Argentina;ARG;15-Mar-20;2;;;;
Argentina;ARG;16-Mar-20;2;;;;
Argentina;ARG;17-Mar-20;2;;;;
Argentina;ARG;18-Mar-20;2;;;;
Argentina;ARG;19-Mar-20;2;;;;
Argentina;ARG;20-Mar-20;3;;;;
Argentina;ARG;21-Mar-20;3;;;;
Argentina;ARG;22-Mar-20;4;;;;
Argentina;ARG;23-Mar-20;4;;;;
Argentina;ARG;24-Mar-20;4;;;;
Argentina;ARG;25-Mar-20;6;;;;
Argentina;ARG;26-Mar-20;8;;;;
Argentina;ARG;27-Mar-20;12;;;;
Argentina;ARG;28-Mar-20;17;;;;
Argentina;ARG;29-Mar-20;19;;;;
Argentina;ARG;30-Mar-20;20;;;;
Argentina;ARG;31-Mar-20;24;;;;
Argentina;ARG;01-Apr-20;24;;;;
Argentina;ARG;02-Apr-20;31;;;;
Argentina;ARG;03-Apr-20;34;;;;
Argentina;ARG;04-Apr-20;37;;;;
Argentina;ARG;05-Apr-20;43;;;;
Armenia;ARM;31-Dec-19;0;;;;
Armenia;ARM;01-Jan-20;0;;;;
Armenia;ARM;02-Jan-20;0;;;;
Armenia;ARM;03-Jan-20;0;;;;
Armenia;ARM;04-Jan-20;0;;;;
Armenia;ARM;05-Jan-20;0;;;;
Armenia;ARM;06-Jan-20;0;;;;
Armenia;ARM;07-Jan-20;0;;;;
Armenia;ARM;08-Jan-20;0;;;;
Armenia;ARM;09-Jan-20;0;;;;
Armenia;ARM;10-Jan-20;0;;;;
Armenia;ARM;11-Jan-20;0;;;;
Armenia;ARM;12-Jan-20;0;;;;
Armenia;ARM;13-Jan-20;0;;;;
Armenia;ARM;14-Jan-20;0;;;;
Armenia;ARM;15-Jan-20;0;;;;
Armenia;ARM;16-Jan-20;0;;;;
Armenia;ARM;17-Jan-20;0;;;;
Armenia;ARM;18-Jan-20;0;;;;
Armenia;ARM;19-Jan-20;0;;;;
Armenia;ARM;20-Jan-20;0;;;;
Armenia;ARM;21-Jan-20;0;;;;
Armenia;ARM;22-Jan-20;0;;;;
Armenia;ARM;23-Jan-20;0;;;;
Armenia;ARM;24-Jan-20;0;;;;
Armenia;ARM;25-Jan-20;0;;;;
Armenia;ARM;26-Jan-20;0;;;;
Armenia;ARM;27-Jan-20;0;;;;
Armenia;ARM;28-Jan-20;0;;;;
Armenia;ARM;29-Jan-20;0;;;;
Armenia;ARM;30-Jan-20;0;;;;
Armenia;ARM;31-Jan-20;0;;;;
Armenia;ARM;01-Feb-20;0;;;;
Armenia;ARM;02-Feb-20;0;;;;
Armenia;ARM;03-Feb-20;0;;;;
Armenia;ARM;04-Feb-20;0;;;;
Armenia;ARM;05-Feb-20;0;;;;
Armenia;ARM;06-Feb-20;0;;;;
Armenia;ARM;07-Feb-20;0;;;;
Armenia;ARM;08-Feb-20;0;;;;
Armenia;ARM;09-Feb-20;0;;;;
Armenia;ARM;10-Feb-20;0;;;;
Armenia;ARM;11-Feb-20;0;;;;
Armenia;ARM;12-Feb-20;0;;;;
Armenia;ARM;13-Feb-20;0;;;;
Armenia;ARM;14-Feb-20;0;;;;
Armenia;ARM;15-Feb-20;0;;;;
Armenia;ARM;16-Feb-20;0;;;;
Armenia;ARM;17-Feb-20;0;;;;
Armenia;ARM;18-Feb-20;0;;;;
Armenia;ARM;19-Feb-20;0;;;;
Armenia;ARM;20-Feb-20;0;;;;
Armenia;ARM;21-Feb-20;0;;;;
Armenia;ARM;22-Feb-20;0;;;;
Armenia;ARM;23-Feb-20;0;;;;
Armenia;ARM;24-Feb-20;0;;;;
Armenia;ARM;25-Feb-20;0;;;;
Armenia;ARM;26-Feb-20;0;;;;
Armenia;ARM;27-Feb-20;0;;;;
Armenia;ARM;28-Feb-20;0;;;;
Armenia;ARM;29-Feb-20;0;;;;
Armenia;ARM;01-Mar-20;0;;;;
Armenia;ARM;02-Mar-20;0;;;;
Armenia;ARM;12-Mar-20;0;;;;
Armenia;ARM;13-Mar-20;0;;;;
Armenia;ARM;14-Mar-20;0;;;;
Armenia;ARM;15-Mar-20;0;;;;
Armenia;ARM;16-Mar-20;0;;;;
Armenia;ARM;17-Mar-20;0;;;;
Armenia;ARM;18-Mar-20;0;;;;
Armenia;ARM;19-Mar-20;0;;;;
Armenia;ARM;20-Mar-20;0;;;;
Armenia;ARM;21-Mar-20;0;;;;
Armenia;ARM;22-Mar-20;0;;;;
Armenia;ARM;23-Mar-20;0;;;;
Armenia;ARM;24-Mar-20;0;;;;
Armenia;ARM;25-Mar-20;0;;;;
Armenia;ARM;26-Mar-20;0;;;;
Armenia;ARM;27-Mar-20;1;;;;
Armenia;ARM;28-Mar-20;1;;;;
Armenia;ARM;29-Mar-20;3;;;;
Armenia;ARM;30-Mar-20;3;;;;
Armenia;ARM;31-Mar-20;3;;;;
Armenia;ARM;01-Apr-20;3;;;;
Armenia;ARM;02-Apr-20;3;;;;
Armenia;ARM;03-Apr-20;4;;;;
Armenia;ARM;04-Apr-20;7;;;;
Armenia;ARM;05-Apr-20;7;;;;
Aruba;ABW;13-Mar-20;0;;;;
Aruba;ABW;20-Mar-20;0;;;;
Aruba;ABW;24-Mar-20;0;;;;
Aruba;ABW;25-Mar-20;0;;;;
Aruba;ABW;26-Mar-20;0;;;;
Aruba;ABW;27-Mar-20;0;;;;
Aruba;ABW;28-Mar-20;0;;;;
Aruba;ABW;29-Mar-20;0;;;;
Aruba;ABW;30-Mar-20;0;;;;
Aruba;ABW;01-Apr-20;0;;;;
Aruba;ABW;02-Apr-20;0;;;;
Aruba;ABW;03-Apr-20;0;;;;
Aruba;ABW;04-Apr-20;0;;;;
Aruba;ABW;05-Apr-20;0;;;;
Asia;;31-Dec-19;0;;;;
Asia;;01-Jan-20;0;;;;
Asia;;02-Jan-20;0;;;;
Asia;;03-Jan-20;0;;;;
Asia;;04-Jan-20;0;;;;
Asia;;05-Jan-20;0;;;;
Asia;;06-Jan-20;0;;;;
Asia;;07-Jan-20;0;;;;
Asia;;08-Jan-20;0;;;;
Asia;;09-Jan-20;0;;;;
Asia;;10-Jan-20;0;;;;
Asia;;11-Jan-20;1;;;;
Asia;;12-Jan-20;1;;;;
Asia;;13-Jan-20;1;;;;
Asia;;14-Jan-20;1;;;;
Asia;;15-Jan-20;2;;;;
Asia;;16-Jan-20;2;;;;
Asia;;17-Jan-20;2;;;;
Asia;;18-Jan-20;2;;;;
Asia;;19-Jan-20;3;;;;
Asia;;20-Jan-20;3;;;;
Asia;;21-Jan-20;6;;;;
Asia;;22-Jan-20;17;;;;
Asia;;23-Jan-20;17;;;;
Asia;;24-Jan-20;26;;;;
Asia;;25-Jan-20;41;;;;
Asia;;26-Jan-20;56;;;;
Asia;;27-Jan-20;81;;;;
Asia;;28-Jan-20;106;;;;
Asia;;29-Jan-20;132;;;;
Asia;;30-Jan-20;170;;;;
Asia;;31-Jan-20;213;;;;
Asia;;01-Feb-20;259;;;;
Asia;;02-Feb-20;305;;;;
Asia;;03-Feb-20;362;;;;
Asia;;04-Feb-20;427;;;;
Asia;;05-Feb-20;493;;;;
Asia;;06-Feb-20;565;;;;
Asia;;07-Feb-20;638;;;;
Asia;;08-Feb-20;724;;;;
Asia;;09-Feb-20;813;;;;
Asia;;10-Feb-20;910;;;;
Asia;;11-Feb-20;1018;;;;
Asia;;12-Feb-20;1115;;;;
Asia;;13-Feb-20;1370;;;;
Asia;;14-Feb-20;1383;;;;
Asia;;15-Feb-20;1526;;;;
Asia;;16-Feb-20;1668;;;;
Asia;;17-Feb-20;1774;;;;
Asia;;18-Feb-20;1872;;;;
Asia;;19-Feb-20;2011;;;;
Asia;;20-Feb-20;2125;;;;
Asia;;21-Feb-20;2244;;;;
Asia;;22-Feb-20;2356;;;;
Asia;;23-Feb-20;2458;;;;
Asia;;24-Feb-20;2613;;;;
Asia;;25-Feb-20;2688;;;;
Asia;;26-Feb-20;2746;;;;
Asia;;27-Feb-20;2782;;;;
Asia;;28-Feb-20;2834;;;;
Asia;;29-Feb-20;2892;;;;
Asia;;01-Mar-20;2940;;;;
Asia;;02-Mar-20;2999;;;;
Asia;;03-Mar-20;3049;;;;
Asia;;04-Mar-20;3101;;;;
Asia;;05-Mar-20;3150;;;;
Asia;;06-Mar-20;3204;;;;
Asia;;07-Mar-20;3251;;;;
Asia;;08-Mar-20;3305;;;;
Asia;;09-Mar-20;3383;;;;
Asia;;10-Mar-20;3448;;;;
Asia;;11-Mar-20;3534;;;;
Asia;;12-Mar-20;3622;;;;
Asia;;13-Mar-20;3710;;;;
Asia;;14-Mar-20;3826;;;;
Asia;;15-Mar-20;3937;;;;
Asia;;16-Mar-20;4072;;;;
Asia;;17-Mar-20;4222;;;;
Asia;;18-Mar-20;4384;;;;
Asia;;19-Mar-20;4551;;;;
Asia;;20-Mar-20;4738;;;;
Asia;;21-Mar-20;4915;;;;
Asia;;22-Mar-20;5089;;;;
Asia;;23-Mar-20;5276;;;;
Asia;;24-Mar-20;5448;;;;
Asia;;25-Mar-20;5607;;;;
Asia;;26-Mar-20;5800;;;;
Asia;;27-Mar-20;6041;;;;
Asia;;28-Mar-20;6244;;;;
Asia;;29-Mar-20;6470;;;;
Asia;;30-Mar-20;6670;;;;
Asia;;31-Mar-20;6889;;;;
Asia;;01-Apr-20;7118;;;;
Asia;;02-Apr-20;7402;;;;
Asia;;03-Apr-20;7697;;;;
Asia;;04-Apr-20;7847;;;;
Asia;;05-Apr-20;8291;;;;
Australia;AUS;31-Dec-19;0;;;;
Australia;AUS;01-Jan-20;0;;;;
Australia;AUS;02-Jan-20;0;;;;
Australia;AUS;03-Jan-20;0;;;;
Australia;AUS;04-Jan-20;0;;;;
Australia;AUS;05-Jan-20;0;;;;
Australia;AUS;06-Jan-20;0;;;;
Australia;AUS;07-Jan-20;0;;;;
Australia;AUS;08-Jan-20;0;;;;
Australia;AUS;09-Jan-20;0;;;;
Australia;AUS;10-Jan-20;0;;;;
Australia;AUS;11-Jan-20;0;;;;
Australia;AUS;12-Jan-20;0;;;;
Australia;AUS;13-Jan-20;0;;;;
Australia;AUS;14-Jan-20;0;;;;
Australia;AUS;15-Jan-20;0;;;;
Australia;AUS;16-Jan-20;0;;;;
Australia;AUS;17-Jan-20;0;;;;
Australia;AUS;18-Jan-20;0;;;;
Australia;AUS;19-Jan-20;0;;;;
Australia;AUS;20-Jan-20;0;;;;
Australia;AUS;21-Jan-20;0;;;;
Australia;AUS;22-Jan-20;0;;;;
Australia;AUS;23-Jan-20;0;;;;
Australia;AUS;24-Jan-20;0;;;;
Australia;AUS;25-Jan-20;0;;;;
Australia;AUS;26-Jan-20;0;;;;
Australia;AUS;27-Jan-20;0;;;;
